id;date;status;id_season;id_competition;home_team_id;away_team_id;home_score;away_score;winner;round;venue;timestamp
6965414;13/06/2016 16:00;Ended;11098;1;4693;4688;1.0;1.0;3.0;;;1465833600
6965419;22/06/2016 19:00;Ended;11098;1;4688;4717;0.0;1.0;2.0;;;1466622000
6965416;17/06/2016 13:00;Ended;11098;1;4707;4688;1.0;0.0;1.0;;;1466168400
6965414;13/06/2016 16:00;Ended;11098;1;4693;4688;1.0;1.0;3.0;;;1465833600
6965419;22/06/2016 19:00;Ended;11098;1;4688;4717;0.0;1.0;2.0;;;1466622000
6965417;18/06/2016 13:00;Ended;11098;1;4717;4693;3.0;0.0;1.0;;;1466254800
6965415;13/06/2016 19:00;Ended;11098;1;4717;4707;0.0;2.0;2.0;;;1465844400
6965442;22/06/2016 16:00;Ended;11098;1;4709;4704;3.0;3.0;3.0;;;1466611200
6965440;18/06/2016 16:00;Ended;11098;1;4708;4709;1.0;1.0;3.0;;;1466265600
6965438;14/06/2016 16:00;Ended;11098;1;4718;4709;0.0;2.0;2.0;;;1465920000
6965442;22/06/2016 16:00;Ended;11098;1;4709;4704;3.0;3.0;3.0;;;1466611200
6965441;18/06/2016 19:00;Ended;11098;1;4704;4718;0.0;0.0;3.0;;;1466276400
6965439;14/06/2016 19:00;Ended;11098;1;4704;4708;1.0;1.0;3.0;;;1465930800
6965443;22/06/2016 16:00;Ended;11098;1;4708;4718;2.0;1.0;1.0;;;1466611200
6965440;18/06/2016 16:00;Ended;11098;1;4708;4709;1.0;1.0;3.0;;;1466265600
6965439;14/06/2016 19:00;Ended;11098;1;4704;4708;1.0;1.0;3.0;;;1465930800
6965443;22/06/2016 16:00;Ended;11098;1;4708;4718;2.0;1.0;1.0;;;1466611200
6965441;18/06/2016 19:00;Ended;11098;1;4704;4718;0.0;0.0;3.0;;;1466276400
6965438;14/06/2016 16:00;Ended;11098;1;4718;4709;0.0;2.0;2.0;;;1465920000
2207814;17/06/2012 18:45;Ended;4136;1;4704;4705;2.0;1.0;1.0;;;1339958700
2207800;13/06/2012 16:00;Ended;4136;1;4476;4704;2.0;3.0;2.0;;;1339603200
2207784;09/06/2012 18:45;Ended;4136;1;4711;4704;1.0;0.0;1.0;;;1339267500
2207814;17/06/2012 18:45;Ended;4136;1;4704;4705;2.0;1.0;1.0;;;1339958700
2207798;13/06/2012 18:45;Ended;4136;1;4705;4711;1.0;2.0;2.0;;;1339613100
