,id,name,short_name,primary_color,secondary_color,country_alpha
1455,69,Cheltenham Town,Cheltenham,#ffffff,#d5283c,ENG
1456,55,Port Vale,,#e1dce3,#e4bf3a,ENG
1457,2377,Dumbarton,,#ffffff,#000000,SCO
1458,2351,Rangers,Rangers,#0033a0,#ff0000,SCO
1461,23833,DAC 1904,DAC 1904,#ffff00,#3300cc,SVK
1462,168476,FC Košice,Košice,#ffd413,#002744,SVK
1463,2404,ŠK Slovan Bratislava,Slovan,#99ccff,#99ccff,SVK
1464,7887,FK Železiarne Podbrezová,Podbrezová,#990000,#ffffff,SVK
1465,76775,1. SK Prostějov,1. SK Prostějov,#00c5cd,#ffffff,CZE
1466,35272,GKS Tychy,GKS Tychy,#000000,#ffffff,POL
1468,36769,ZKS Olimpia Elbląg,Olimpia Elbląg,#ecd604,#508bbc,POL
1469,38719,Hutnik Kraków,Hutnik,#5063de,#ffa500,POL
1470,228019,KKS 1925 Kalisz,KKS Kalisz,#164cb0,#ffffff,POL
1471,38736,Wisła Puławy,Wisła Puławy,#0000ff,#222226,POL
1472,202428,Skra Częstochowa,Skra,#27448a,#04a5e7,POL
1474,294071,Warta Gorzów Wielkopolski,Warta Gorzów Wielkopolski,#cd000c,#c9aa71,POL
1475,325178,Lechia Zielona Góra,Lechia Zielona Góra,#ffff00,#0000ff,POL
1476,281975,Miedź Legnica II,Miedź II,#3565ad,#d8b46a,POL
1477,322635,LKS Goczałkowice-Zdrój,Goczałkowice-Zdrój,#2f62b3,#ffffff,POL
1478,387759,MKP Carina Gubin,,#374df5,#374df5,POL
1479,202426,Pniówek Pawłowice Śląskie,Pniówek Pawłowice,#99c65f,#000000,POL
1480,36036,Ślęza Wrocław,Ślęza Wrocław,#ec1c24,#fefa73,POL
1481,227348,Stal Brzeg,,#0000fd,#fffe03,POL
1482,35786,MKS Polonia Słubice,Polonia Słubice,#374df5,#374df5,POL
1483,24159,Stilon Gorzów Wielkopolski,Stilon,#374df5,#374df5,POL
1484,467294,Podlesianka Katowice,Podlesianka Katowice,#374df5,#374df5,POL
1485,44343,VV Katwijk,Katwijk,#ff8c00,#000000,NLD
1487,55841,SVV Scheveningen,Scheveningen,#2e8b57,#222226,NLD
1488,2992,ACV Assen,Assen,#374df5,#374df5,NLD
1489,6490,Rijnsburgse Boys,Rijnsburg,#f6b221,#000000,NLD
1490,34731,Excelsior Maassluis,Excelsior M.,#0000ff,#ff0000,NLD
1491,46170,Jong Sparta Rotterdam,Jong Sparta,#ffffff,#ff0000,NLD
1492,6480,HHC Hardenberg,Hardenberg,#ff6f00,#010101,NLD
1493,8055,Quick Boys,Quick Boys,#0000ff,#ffffff,NLD
1494,2985,SV Spakenburg,SV Spakenburg,#3232cd,#ffffff,NLD
1495,297890,RKAV Volendam,RKAV Volendam,#cc0033,#000000,NLD
1496,37800,BVV Barendrecht,Barendrecht,#ff0000,#ffffff,NLD
1497,2973,FC Dordrecht,Dordrecht,#00cc66,#00cc66,NLD
1499,2974,Helmond Sport,Helmond Sport,#b30a29,#b30a29,NLD
1500,2972,SC Telstar,Telstar,#0076bf,#222226,NLD
1501,2980,VVV-Venlo,VVV-Venlo,#ffff00,#000000,NLD
1502,46160,Jong Ajax,Jong Ajax,#bb002b,#ffffff,NLD
1503,2994,FC Eindhoven,Eindhoven,#24528e,#ffffff,NLD
1504,2954,Roda JC Kerkrade,Roda,#ffff00,#ffff00,NLD
1505,2970,SC Cambuur,Cambuur,#ffff00,#0099ff,NLD
1506,2976,MVV Maastricht,MVV,#d31100,#ffffff,NLD
1507,2978,TOP Oss,TOP Oss,#91110e,#222226,NLD
1509,2962,NEC Nijmegen,NEC,#ff0000,#008000,NLD
1510,2674,Eintracht Frankfurt,Frankfurt,#000000,#ff1111,DEU
1511,2971,PEC Zwolle,Zwolle,#0066cc,#ffffff,NLD
1512,2543,MSV Duisburg,Duisburg,#ffffff,#0033ff,DEU
1514,45360,Ashington AFC,Ashington,#374df5,#374df5,ENG
1515,231337,Pontefract Collieries,,#374df5,#374df5,ENG
1516,257425,Grimsby Borough FC,Grimsby Borough,#374df5,#374df5,ENG
1517,46893,Brighouse Town,Brighouse,#374df5,#374df5,ENG
1518,391047,Sherwood Colliery,,#374df5,#374df5,ENG
1519,174380,Cleethorpes Town,Cleethorpes Town,#374df5,#374df5,ENG
1520,46967,Dunston UTS,Dunston,#374df5,#374df5,ENG
1521,206420,Newton Aycliffe,,#374df5,#374df5,ENG
1522,26000,Sheffield FC,Sheffield,#374df5,#374df5,ENG
1523,291566,Ossett United,,#374df5,#374df5,ENG
1524,65,Oldham Athletic,Oldham,#2869b2,#f2f2f1,ENG
1525,238,Wealdstone,Wealdstone,#2b6bb4,#cf362e,ENG
1526,38739,AFC Fylde,Fylde,#28285b,#222226,ENG
1527,6191,Eastleigh,,#ffffff,#0000ff,ENG
1528,128,Woking,Woking,#a51121,#222226,ENG
1529,25201,FC Kreuzlingen,Kreuzlingen,#374df5,#374df5,CHE
1531,2459,AC Bellinzona,Bellinzona,#990000,#990000,CHE
1532,35111,FC Dietikon,Dietikon,#374df5,#374df5,CHE
1533,35412,Fremad Amager,,#1b47a5,#ffffff,DNK
1534,24946,Ringsted IF,Ringsted,#374df5,#374df5,DNK
1536,1304,Skive,Skive,#ffff00,#0000ff,DNK
1537,203406,AB,AB,#228b22,#ffffff,DNK
1538,4874,Aarhus Fremad,Aarhus Fr,#ffd700,#000000,DNK
1539,1320,Næstved Boldklub,Næstved,#008000,#ffffff,DNK
1540,1308,HIK,HIK,#ffffff,#1e90ff,DNK
1541,41,Sunderland,Sunderland,#ffffff,#ca0000,ENG
1543,6,Burnley,Burnley,#81204c,#8fd2f4,ENG
1544,74,Swansea City,Swansea,#ffffff,#ffffff,WAL
1545,21,Preston North End,Preston,#ffffff,#ffffff,ENG
1546,58,Bristol City,Bristol City,#ff0000,#ff0000,ENG
1547,95,Oxford United,Oxford Utd,#f1ea39,#0b2254,ENG
1548,61,Cardiff City,Cardiff,#0000eb,#ffffff,WAL
1549,29,Stoke City,Stoke,#ffffff,#ff0000,ENG
1550,34,Leeds United,Leeds,#ffffff,#1d4189,ENG
1551,36,Middlesbrough,Middlesbrough,#d90000,#d90000,ENG
1552,8,West Bromwich Albion,West Brom,#ffffff,#2d2f84,ENG
1553,62,Wycombe Wanderers,Wycombe,#0099ff,#000099,ENG
1554,10,Stockport County,Stockport,#7e7e7e,#0000ff,ENG
1555,60,Bournemouth,Bournemouth,#000000,#cc0000,ENG
1557,32,Ipswich Town,Ipswich,#0000ff,#ffffff,ENG
1558,45,Southampton,Southampton,#ff0000,#ffffff,ENG
1559,3,Wolverhampton,Wolves,#ff9900,#000000,ENG
1560,30,Brighton & Hove Albion,Brighton,#0054a6,#ffffff,ENG
1561,23,Barnsley,Barnsley,#ff3333,#ffffff,ENG
1564,187176,Catalunya,Catalunya,#374df5,#374df5,
1565,178948,Haiti,Haiti,#3b5aa3,#be0027,HTI
1566,7409,Argentina,Argentina,#66ccff,#ffffff,ARG
1567,60270,Uruguay,Uruguay,#7eacfe,#000000,URY
1568,182526,Ecuador,,#ffff00,#000063,ECU
1569,323786,Paraguay,,#ff0000,#045ca3,PRY
1571,323787,Peru,,#ffffff,#cc0000,PER
1572,132932,El Salvador,El Salvador,#3300ff,#ffffff,SLV
1573,178950,Jamaica,Jamaica,#ffff00,#33a64f,JAM
1574,132928,Costa Rica,Costa Rica,#ed1c24,#2366b3,CRI
1575,37373,Slovenia,Slovenia,#ffffff,#153d96,SVN
1576,46631,Colombia,Colombia,#ffd808,#000066,COL
1577,7424,USA,USA,#ffffff,#ff0000,USA
1578,39990,Chinese Taipei,Chinese Taipei,#0000ff,#ffffff,TWN
1579,255979,Venezuela,,#aa0f39,#ffffff,VEN
1580,35317,Mexico,Mexico,#1a4d3e,#960000,MEX
1581,273019,Nicaragua,Nicaragua,#333ebd,#ffffff,NIC
