match_id,team_id,half,stat_name,value
13472704,1981,2,dispossessed,8
13472704,1955,2,ground_duels,20/42 (48%)
13472704,1981,2,ground_duels,22/42 (52%)
13472704,1955,2,aerial_duels,1/10 (10%)
13472704,1981,2,aerial_duels,9/10 (90%)
13472704,1955,2,dribbles,5/10 (50%)
13472704,1981,2,dribbles,2/4 (50%)
13472704,1955,2,tackles_won,80%
13472704,1981,2,tackles_won,33%
13472704,1955,2,total_tackles,10
13472704,1981,2,total_tackles,9
13472704,1955,2,interceptions,5
13472704,1981,2,interceptions,1
13472704,1955,2,recoveries,22
13472704,1981,2,recoveries,21
13472704,1955,2,clearances,13
13472704,1981,2,clearances,5
13472704,1955,2,total_saves,2
13472704,1981,2,total_saves,0
13472704,1955,2,goal_kicks,3
13472704,1981,2,goal_kicks,2
13473431,1981,0,ball_possession,51%
13473431,21982,0,ball_possession,49%
13473431,1981,0,expected_goals,0.70
13473431,21982,0,expected_goals,0.93
13473431,1981,0,big_chances,0
13473431,21982,0,big_chances,1
13473431,1981,0,total_shots,13
13473431,21982,0,total_shots,6
13473431,1981,0,goalkeeper_saves,1
13473431,21982,0,goalkeeper_saves,3
13473431,1981,0,corner_kicks,5
13473431,21982,0,corner_kicks,4
13473431,1981,0,fouls,19
13473431,21982,0,fouls,11
13473431,1981,0,passes,472
13473431,21982,0,passes,462
13473431,1981,0,tackles,20
13473431,21982,0,tackles,19
13473431,1981,0,free_kicks,11
13473431,21982,0,free_kicks,18
13473431,1981,0,yellow_cards,4
13473431,21982,0,yellow_cards,1
13473431,1981,0,total_shots,13
13473431,21982,0,total_shots,6
13473431,1981,0,shots_on_target,3
13473431,21982,0,shots_on_target,2
13473431,1981,0,hit_woodwork,0
13473431,21982,0,hit_woodwork,0
13473431,1981,0,shots_off_target,2
13473431,21982,0,shots_off_target,3
13473431,1981,0,blocked_shots,8
13473431,21982,0,blocked_shots,1
13473431,1981,0,shots_inside_box,8
13473431,21982,0,shots_inside_box,4
13473431,1981,0,shots_outside_box,5
13473431,21982,0,shots_outside_box,2
13473431,1981,0,big_chances_scored,0
13473431,21982,0,big_chances_scored,1
13473431,1981,0,touches_in_penalty_area,16
13473431,21982,0,touches_in_penalty_area,10
13473431,1981,0,fouled_in_final_third,1
13473431,21982,0,fouled_in_final_third,1
13473431,1981,0,offsides,0
13473431,21982,0,offsides,1
13473431,1981,0,accurate_passes,397
13473431,21982,0,accurate_passes,386
13473431,1981,0,throw_ins,30
13473431,21982,0,throw_ins,19
13473431,1981,0,final_third_entries,52
13473431,21982,0,final_third_entries,48
13473431,1981,0,final_third_phase,90/121 (74%)
13473431,21982,0,final_third_phase,49/76 (64%)
13473431,1981,0,long_balls,28/53 (53%)
13473431,21982,0,long_balls,26/60 (43%)
13473431,1981,0,crosses,7/27 (26%)
13473431,21982,0,crosses,1/14 (7%)
13473431,1981,0,duels,48%
13473431,21982,0,duels,52%
13473431,1981,0,dispossessed,12
13473431,21982,0,dispossessed,9
13473431,1981,0,ground_duels,34/75 (45%)
13473431,21982,0,ground_duels,41/75 (55%)
13473431,1981,0,aerial_duels,15/28 (54%)
13473431,21982,0,aerial_duels,13/28 (46%)
13473431,1981,0,dribbles,4/11 (36%)
13473431,21982,0,dribbles,4/15 (27%)
13473431,1981,0,tackles_won,70%
13473431,21982,0,tackles_won,63%
13473431,1981,0,total_tackles,20
13473431,21982,0,total_tackles,19
13473431,1981,0,interceptions,5
13473431,21982,0,interceptions,10
13473431,1981,0,recoveries,44
13473431,21982,0,recoveries,54
13473431,1981,0,clearances,28
13473431,21982,0,clearances,29
13473431,1981,0,errors_lead_to_a_shot,0
13473431,21982,0,errors_lead_to_a_shot,1
13473431,1981,0,total_saves,1
13473431,21982,0,total_saves,3
13473431,1981,0,goals_prevented,-1.21
13473431,21982,0,goals_prevented,0.72
13473431,1981,0,high_claims,0
13473431,21982,0,high_claims,1
13473431,1981,0,goal_kicks,4
13473431,21982,0,goal_kicks,4
13473431,1981,1,ball_possession,44%
13473431,21982,1,ball_possession,56%
13473431,1981,1,expected_goals,0.32
13473431,21982,1,expected_goals,0.10
13473431,1981,1,big_chances,0
13473431,21982,1,big_chances,0
13473431,1981,1,total_shots,6
13473431,21982,1,total_shots,4
13473431,1981,1,goalkeeper_saves,0
13473431,21982,1,goalkeeper_saves,2
13473431,1981,1,corner_kicks,2
13473431,21982,1,corner_kicks,3
13473431,1981,1,passes,205
13473431,21982,1,passes,253
13473431,1981,1,tackles,10
13473431,21982,1,tackles,9
13473431,1981,1,free_kicks,10
13473431,21982,1,free_kicks,8
13473431,1981,1,yellow_cards,1
13473431,21982,1,yellow_cards,1
13473431,1981,1,total_shots,6
13473431,21982,1,total_shots,4
13473431,1981,1,shots_on_target,2
13473431,21982,1,shots_on_target,0
13473431,1981,1,hit_woodwork,0
13473431,21982,1,hit_woodwork,0
13473431,1981,1,shots_off_target,1
13473431,21982,1,shots_off_target,3
13473431,1981,1,blocked_shots,3
13473431,21982,1,blocked_shots,1
13473431,1981,1,shots_inside_box,2
13473431,21982,1,shots_inside_box,2
13473431,1981,1,shots_outside_box,4
13473431,21982,1,shots_outside_box,2
13473431,1981,1,big_chances_scored,0
13473431,21982,1,big_chances_scored,0
